Categoria,Data_Aggiunta,Editore,Copertina,Titolo,Autore,Descrizione,Link
Bestseller,2026-08-16,Lombard,https://products-images.di-static.com/image/couvreur-daniel-belvision/9782803631216-475x500-1.webp,"Belvision. ""Le Hollywood européen du dessin animé""avec 2 DVD",Daniel Couvreur,"Avec Belvision, Raymond Leblanc, le fondateur du journal Tintin, a mis sur pied le plus grand studio de l'histoire du dessin animé européen. Ses films ont popularisé les héros majeurs de la bande dessinée franco-belge créés par Hergé, Uderzo, Goscinny, Morris, Vandersteen ou encore Peyo. Ce livre retrace l’aventure de Belvision à travers des entretiens et le dépouillement des archives du studio, dont les arcanes et les images étaient jusqu'ici restés secrets.",https://www.decitre.fr/livres/belvision-9782803631216.html
Bestseller,2026-08-16,Assouline,https://products-images.di-static.com/image/taylor-elise-the-luxury-collection-extraordinary-celebrations/9781649800725-475x500-1.webp,The Luxury Collection: Extraordinary Celebrations. The Luxury Collection,Elise Taylor,"The eighth volume in The Luxury Collection series, Extraordinary Celebrations explores local celebrations and festivals from the world's most distinctive hotels. From wine festivals to award ceremonies, unique celebrations are found across the globe and are the perfect way to connect with a destination and its cultural heritage. Experience the thrill of a royal horse race in Dubai with the help of the concierge at Al Maha. Tambo del Inka in Peru offers a front row seat to an historic religious procession. The Nines is the ideal home base to enjoy Feast Portland, a four-day all-you-can-eat festival. Each Luxury Collection property is a reflection of its location, and these celebrations are an intimate look inside the destination and the local culture. Accompanying this directory of galas, holidays and parades are interviews with global tastemakers, who share their distinct insights into all things travel that are sure to inspire unforgettable and transformative experiences. The Luxury Collection is an ensemble of more than one hundred fifteen of the world's finest hotels and resorts, each noteworthy for its architecture, art, furnishings, and immersive experiences. Sharing a dedication to elevated service and comfort, each property has a unique heritage inextricably tied to its destination. Curated for their spirit of diversity and genre, each Luxury Collection property has a story to tell.",https://www.decitre.fr/livres/the-luxury-collection-extraordinary-celebrations-9781649800725.html
Bestseller,2026-08-16,Fayard,https://products-images.di-static.com/image/sarkozy-nicolas-le-journal-d-un-prisonnier/9782213734699-475x500-1.webp,Le journal d'un prisonnier,Nicolas Sarkozy,"""En prison, il n'y a rien à voir, rien à faire. J'oublie le silence qui n'existe pas à la Santé où il y a beaucoup à entendre. Le bruit y est hélas constant. A l'image du désert, la vie intérieure se fortifie en prison"".",https://www.decitre.fr/livres/le-journal-d-un-prisonnier-9782213734699.html
Bestseller,2026-08-16,Fayard,https://products-images.di-static.com/image/villiers-philippe-de-populicide/9782213731667-475x500-1.webp,Populicide,Philippe de Villiers,"""J'ai décidé, avec ce livre-testament, de ne jamais brider ma plume. J'écris sans scrupule. Je livre, sans aucune précaution pour les âmes sensibles, le fond de ma pensée, avec l'obsession de relever le pays, de le redresser, de le sortir du cloaque. Je suis hanté par la disparition du peuple auquel j'appartiens. Je vois le gouffre s'ouvrir. Comme disait Chateaubriand à propos de Fouché et Talleyrand, je vois le vice appuyé sur le bras du crime, je vois la complaisance appuyée sur le bras des lâches. Le consentement des autorités intellectuelles, morales et spirituelles. Le grand affaissement. On a perdu la matrice. Bientôt la France habitera encore au même endroit, mais elle aura changé de résidents. La brutalisation et la mutation du peuple d'origine ouvrent déjà sur un nouvel espace qui se dessine. J'ai vécu tout cela depuis un quart de siècle de décrépitude. Je connais la vie publique de l'intérieur. Je connais, pour les avoir fréquentés, les recoins des coulisses tout autant que le devant de la scène : le parjure et l'exhibition qui composent la matière première de la politique. J'ai vu comment s'est mis en place le populicide français. Il est temps, aujourd'hui, pour moi, de tout dire, sans retenue mondaine, sans ménager quiconque. Prenant la main de la petite Espérance, j'adresse une ode au Français de souche ainsi qu'au Français de désir, et un appel à un jeune Français qui veut encore y croire. Je parle devant l'Histoire. C'est peut-être mon cri ultime, le message final, le dernier dépôt, le fruit de la dernière mise en garde avant qu'il ne soit trop tard"".",https://www.decitre.fr/livres/populicide-9782213731667.html
Bestseller,2026-08-16,Folio,https://products-images.di-static.com/image/slimani-leila-le-parfum-des-fleurs-la-nuit/9782072945717-475x500-1.webp,Le parfum des fleurs la nuit,Leïla Slimani,"""Ecrire, c'est jouer avec le silence, c'est dire, de manière détournée, des secrets indicibles dans la vie réelle"". Comme un écrivain qui pense que ""toute audace véritable vient de l'intérieur"", Leïla Slimani préfère la solitude à la distraction. Pourquoi alors accepter cette proposition d'une nuit blanche à la Pointe de la Douane, à Venise, dans les collections d'art de la Fondation Pinault, qui ne lui parlent guère ? Autour de cette ""impossibilité"" d'un livre, avec un art subtil de digresser dans la nuit vénitienne, Leïla Slimani nous parle d'elle, de l'enfermement, du mouvement, du voyage, de l'intimité, de l'identité, de l'entre-deux, entre Orient et Occident, où elle navigue et chaloupe, comme Venise à la Pointe de la Douane.",https://www.decitre.fr/livres/le-parfum-des-fleurs-la-nuit-9782072945717.html
Bestseller,2026-08-16,Flammarion,https://products-images.di-static.com/image/deutschmann-paul-l-empire/9782080442123-475x500-1.webp,L'empire. Enquête au coeur du rap français,Paul Deutschmann,"Jul, PNL, Gims, Ninho, Werenoi... Les rappeurs se sont hissés au sommet de l'industrie musicale française. En une décennie, ils ont renversé le rapport de force : désormais, les contrats avec les maisons de disques se signent à leurs conditions. Et à coups de dizaines de millions d'euros. Mais derrière la face éclatante de cette incroyable conquête, ces millions attisent les convoitises. De Paris à Marseille, l'ombre de puissants narcotrafiquants prêts à tout pour prélever leur part plane au-dessus du rap français. Une emprise du crime organisé qui ne cesse de s'étendre. Longtemps tenus à l'écart, les rappeurs sont devenus d'inévitables figures populaires, courtisés par l'Elysée, les plus grandes fortunes françaises et les marques de luxe. Mués en hommes d'affaires ultracapitalistes, ils explorent aussi de nouveaux horizons : de Dubaï à Kinshasa, ils s'invitent à la table de présidents africains, de rois et d'émirs du Golfe. Pour la première fois, une enquête journalistique dévoile les secrets du rap français. Elle révèle un Empire aux multiples facettes, miroir saisissant de la société française.",https://www.decitre.fr/livres/l-empire-9782290441190.html?sku=9782080442123
Bestseller,2026-08-16,Robert Laffont,https://products-images.di-static.com/image/marleix-olivier-dissolution-francaise/9782221283783-475x500-1.webp,Dissolution française. La fin du macronisme,Olivier Marleix,"Ancien député Les Républicains d'Eure-et-Loir et président du groupe LR à l'Assemblée nationale de 2022 à 2024, Olivier Marleix est décédé le 7 juillet 2025. Avant de mettre fin à ses jours, il venait d'achever Dissolution française - son troisième livre après le best-seller Les Liquidateurs -, récit édifiant de ses dernières années passées dans les arcanes du pouvoir législatif. Cet essai politique, rendu vivant par de nombreux récits personnels et anecdotes, éclaire d'un jour nouveau les raisons du lent déclin français, ayant abouti à la dissolution de l'Assemblée nationale par Emmanuel Macron et à la censure du gouvernement Barnier. Fait inédit depuis 1962, la censure est ici racontée depuis l'intérieur par un homme qui occupa une place privilégiée dans le jeu politique, pouvant faire ou défaire une majorité par les orientations données au groupe dont il avait la charge. Mais son livre est aussi une introspection lucide et franche sur sa propre famille politique ainsi qu'un constat souvent acide, et mordant, sur les principales figures gouvernementales ou parlementaires avec qui il eut à négocier des textes clés, d'Elisabeth Borne à Marine Le Pen. Toutes les réformes récentes d'importance sont évoquées : celle des retraites, celle de l'assurance chômage, la loi immigration, la crise Covid, etc. Enfin, ce texte fort a été l'occasion, pour un homme souvent discret et réservé, de se livrer plus intimement et d'expliquer les raisons de son engagement en politique, au service de l'intérêt général. Dissolution française ou le témoignage devenu testament d'un élu salué par tous qui souhaitait raconter sans fard les coulisses de la vie politique française. Préface de Michel Barnier, ancien Premier ministre Postface de la famille d'Olivier Marleix",https://www.decitre.fr/livres/dissolution-francaise-9782221283783.html
Bestseller,2026-08-16,Grasset,https://products-images.di-static.com/image/malka-richard-passion-antisemite/9782246830832-475x500-1.webp,Passion antisémite,Richard Malka,""" J'en arrive au principal, à la raison pour laquelle nous sommes au tribunal : le ""passionnément antisémite"". Allons au fond des choses. L'éventuel antisémitisme de La France insoumise et de son chef serait un problème crucial pour les juifs de ce pays mais, bien au-delà, pour nous tous, catholiques, musulmans, athées ; l'antisémitisme étant toujours, en Europe, un avertissement d'incendie, pour citer le philosophe Walter Benjamin. Alors, de quelle base factuelle disposons-nous pour justifier ce ""passionnément antisémite"" ? "" . R. M.",https://www.decitre.fr/livres/passion-antisemite-9791041430659.html?sku=9782246830832
Bestseller,2026-08-16,Coédition Albin Michel/BeauxArts...,https://products-images.di-static.com/image/schlesser-thomas-les-yeux-de-mona/9782226503756-475x500-1.webp,Les yeux de MonaEdition illustrée,Thomas Schlesser,"Sélection Notre Temps - Les Livres cadeaux de dernière minute à offir Sélection 2025 du prixJ'aime le livre d'art. Une somptueuse édition illustrée -Version Femina Cinquante-deux semaines : c'est le temps qu'il reste à Mona pour découvrir toute la beauté du monde. C'est le temps que s'est donné son grand-père, un homme érudit, fascinant et fantasque, pour l'initier, chaque mercredi après l'école, à une oeuvre d'art, avant qu'elle ne perde, peut-être pour toujours, l'usage de ses yeux. Le texte intégral du roman phénomène aux 400 000 lecteurs en France et traduit en 37 langues, illustré des 52 chef d'oeuvres initiatiques de Mona et de plus de 100 images de contexte. De Léonard de Vinci à Basquiat, une initiation à la beauté et à la vie ! En coédition avec Beaux Arts Editions",https://www.decitre.fr/livres/les-yeux-de-mona-9782226503756.html
Bestseller,2026-08-16,Points,https://products-images.di-static.com/image/benzine-rachid-lettres-a-nour/9782757876985-475x500-1.webp,Lettres à Nour,Rachid Benzine,"Nour a 20 ans. Elle décide de quitter son pays, sa famille, ses amis, pour rejoindre en Irak l'homme qu'elle a épousé, un lieutenant de Daech. Une décision à laquelle ne peut se résoudre son père, brillant universitaire, musulman pratiquant et épris de la philosophie des Lumières. Nour et son père s'écriront, pour ne pas rompre le lien précieux qui les unit. Au-delà de l'incompréhension, cette correspondance porte un message d'espoir, celui de la réconciliation des générations futures. Au-delà des croyances, elle révèle que seule la vie est sacrée. Avec une postface inédite de l'auteur. Islamologue et chercheur franco-marocain, Rachid Benzine fait partie de la nouvelle génération d'intellectuels qui prône un travail critique et ouvert sur le Coran. Ses ouvrages, Les Nouveaux Penseurs de l'islam (Albin Michel) et Le Coran expliqué aux jeunes (Seuil), ont connu un grand succès.",https://www.decitre.fr/livres/lettres-a-nour-9782757876985.html
Bestseller,2026-08-16,Massot Editions,https://products-images.di-static.com/image/masiero-corinne-on-chie-d-dans-anti-fiction/9782380353792-475x500-1.webp,On chie d'dans !. Anti-fiction,Corinne Masiero,"On chie d'dans Ethique punk antique. Instrument de Liberté. Corinne Masiero, ses faux airs de vilaines, l'intelligence d'un ruisseau, la mémoire du charbon. Une vie à vivre. Un burin comme une flute enchantée. Allez ! Chie d'dans. Nicolas Vray "" ENCORE UN BOOK 1 ? ! Pour quoi faire ? ! "", renauderait Laurène Marx. Et elle aurait raison. Mais "" on n'a jamais fait de cercueil à deux places "". Alors, quand la Mère-Tapedur débarquera avec sa vraie faux, je répondrai quoi ? Quand elle dira, en se foutant de moi : "" Hé, ti ! T'as un'e rude gueule ! AH AH AH !!! Et d'où que c'est que t'es, que j't'armène ? "" C'est quoi le rapport ? Jsaipa. Y en a pas. Mais je chie d'dans. Corinne",https://www.decitre.fr/livres/on-chie-d-dans-anti-fiction-9782380353792.html
Bestseller,2026-08-16,Coédition Plon/Radio Classique,https://products-images.di-static.com/image/giesbert-franz-olivier-la-france-est-elle-un-pays-communiste/9782259325103-475x500-1.webp,La France est-elle un pays communiste ?,Franz-Olivier Giesbert,"Ne dites pas à la France qu'elle est un pays communiste, elle croit qu'elle vit dans l'enfer du néolibéralisme. ""Nos économistes marxistes - les marxistes sont apparemment les plus écoutés - nous expliquent que la France, gangrenée par l'ultralibéralisme, est devenue l'Eden des ultra-riches qui se gaveraient d'ultra-dividendes sans payer jamais d'impôts, les pouacres ! Cette plaisanterie de garçon de bain, trompetée par la plupart des médias, abuse néanmoins beaucoup de Français, les incitant à exiger toujours plus de socialisation. Mikhaïl Gorbatchev n'était pas dupe, lui. Au couchant de son règne, alors que l'Empire soviétique s'écroulait, le dernier numéro un de l'URSS avait tout dit quand il déclarait : ""La France est le seul pays où le communisme a réussi.""""",https://www.decitre.fr/livres/la-france-est-elle-un-pays-communiste-9782259325103.html
Bestseller,2026-08-16,Le Bruit du monde,https://products-images.di-static.com/image/kessaci-amine-marseille-essuie-tes-larmes/9782493206343-475x500-1.webp,"Marseille, essuie tes larmes. Vivre et mourir en terre de narcotrafic",Amine Kessaci,"Amine Kessaci écrit sur les lieux où il est né, a grandi et vit aujourd'hui : les quartiers nord de Marseille. Dans une narration à la fois intime et politique, il donne une voix à celles et ceux que la République regarde à peine. "" Tu es mort d'avoir cru à un rêve pourri, vendu au détail dans les cages d'escalier. Et si je parle aujourd'hui, c'est pour en finir avec ça. "" Brûlé dans une voiture. C'est ainsi qu'est mort Brahim, le frère d'Amine Kessaci. Une exécution aussi brutale que préméditée. En attendant le procès de ceux qui ont tué son frère, Amine prend la plume et entame un dialogue posthume avec Brahim. Il lui écrit une longue lettre d'amour, de douleur, de révolte, pour rétablir le lien qu'on leur a arraché. Amine refuse que son frère ne soit qu'une statistique, un fait-divers de plus. Il brosse le portrait d'un homme à la trajectoire brisée. Il raconte une vie maudite. Mais Amine Kessaci ne s'arrête pas là. Il interroge. Comment en est-on arrivé là ? Comment le trafic de drogue a-t-il pu prendre une telle place dans les vies et les imaginaires des habitants de nos quartiers ? En faisant entendre des histoires tues, Amine Kessaci montre la complexité des existences prises dans un engrenage qui les broie. Surtout, il raconte les résistances de celles et ceux qui chaque jour refusent de baisser les bras. Car vivre en terre de narcotrafic, c'est parfois mourir, mais c'est toujours lutter pour affirmer que la vie ici vaut autant qu'ailleurs.",https://www.decitre.fr/livres/marseille-essuie-tes-larmes-9782290442609.html?sku=9782493206343
Bestseller,2026-08-16,Fayard,https://products-images.di-static.com/image/dupont-aignan-nicolas-2027-la-liberte-ou-la-mort/9782213731704-475x500-1.webp,2027 La liberté ou la mort,Nicolas Dupont-Aignan,"Libre, la France brille. Entravée, elle dépérit. La France n'est pas, n'a jamais été, un pays comme un autre. Tout au long de son histoire tumultueuse, elle a marqué les esprits, elle a élevé l'âme, elle s'est imposée comme la conscience du monde. Mais notre nation est désormais prisonnière. De l'Union Européenne, de l'OTAN, de la mondialisation sauvage. 2027 représente la dernière chance de briser nos chaînes. Il n'en va pas seulement du destin du pays. La liberté collective garantit surtout la liberté individuelle. Ce sont nos vies qui sont en jeu. Depuis quand, nous, Français, aurions-nous peur d'être libres ?",https://www.decitre.fr/livres/2027-la-liberte-ou-la-mort-9782213731704.html
Bestseller,2026-08-16,Coédition Grasset/France Culture,https://products-images.di-static.com/image/perrignon-judith-l-autre-amerique/9782246841203-475x500-1.webp,L'autre Amérique,Judith Perrignon,""" Alors que Donald Trump vient de prêter serment, comment ne pas entendre résonner les mots de Franklin D. Roosevelt lorsqu'il entra à la Maison Blanche au mois de mars 1933 : "" Nous savons maintenant que le gouvernement des milieux financiers est aussi dangereux qu'un gouvernement mafieux "" ? Qu'importe l'âge du discours. Il a été prononcé quand le totalitarisme puis la guerre s'emparaient d'un monde mis à genoux par un capitalisme sans contrôle, et construisait la ligne de front entre un gouvernement protecteur et les maîtres de l'économie. Il est donc d'une grande actualité. Donald Trump n'est pas un accident de l'histoire américaine, il incarne la toute puissance du "" business "" , de l'homme blanc riche et au-dessus des lois, tout ce que Franklin et Eleanor Roosevelt combattirent pendant douze ans. Ils écrivirent le moment le plus progressiste de l'histoire des Etats-Unis. Y plonger, c'est voir où s'enracine la violence politique qui s'abat aujourd'hui. "" J. P. On imagine parfois ce qu'auraient été les Etats-Unis sans le 32ème président Franklin Delano Roosevelt : un pays sans droits sociaux. Le monde, lui, ne connaîtrait pas les Nations Unies et l'Allemagne nazie aurait peut-être gagné la Seconde Guerre mondiale. De la crise financière de 1929 jusqu'à sa mort au lendemain de la guerre, Roosevelt a changé la trajectoire des Etats-Unis et du monde. Comme un miroir, ces pages vertigineuses et passionnantes nous révèlent l'autre visage d'une Amérique perdue, et nous racontent une histoire exceptionnelle - portée par l'amour entre Franklin et Eleanor ; et par l'amitié entre Roosevelt et son bras droit.",https://www.decitre.fr/livres/l-autre-amerique-9782246841203.html
Bestseller,2026-08-16,Franck Slama Editions,https://products-images.di-static.com/image/invader-invaderwashere/9782954125985-475x500-1.webp,Invaderwashere,Invader,N/D,https://www.decitre.fr/livres/invaderwashere-9782954125985.html
Bestseller,2026-08-16,Editions Magnus,https://products-images.di-static.com/image/lalo-corinne-fausses-pandemies-vrais-mensonges/9782384220649-475x500-1.webp,"Fausses pandémies, vrais mensonges. Comment on vous trompe en 10 leçons : Enquête",Corinne Lalo,"LES MENSONGES DU COVID EXPLIQUES EN 10 LECONS Un vague sentiment de vous être fait avoir ? Pourquoi ? Comment ? Fruit d'une enquête minutieuse, ce livre choc vous dévoile les coulisses et les mensonges des "" pandémies "", présentes, passées et à venir. Des faits, rien que des faits. Qui a orchestré cette fraude planétaire, quand et comment les membres d'un petit groupe organisé ont patiemment tissé leur toile, corrompu le système et subverti les représentants des peuples ? Dix grands mensonges, dix grandes vérités. Voici enfin la vérité, voici les réponses. Soyez prêts à protéger votre santé, et, peut-être, sauver votre vie.",https://www.decitre.fr/livres/fausses-pandemies-vrais-mensonges-9782384220649.html
Bestseller,2026-08-16,Editions Magnus,https://products-images.di-static.com/image/stern-marguerite-les-rives-contraires/9782384220779-475x500-1.webp,Les rives contraires. Histoire d'une transition politique,Marguerite Stern,"CE LIVRE PARLE DU MOMENT OU L'ON NE PEUT PLUS MENTIR ""? Revoir toute sa construction mentale est un acte extrêmement dangereux. Cela rend instable. Sortir de la gauche, c'est prendre ce risque. Peu d'individus peuvent y survivre. Je le dis sans aucune méchanceté, sans aucun sentiment de supériorité : je ne suis pas sûre d'y survivre moi-même. Il est bien plus coûteux en énergie de reconnaître sa propre connerie plutôt que de déployer des arguments fallacieux pour continuer à s'y enfoncer. Voilà pourquoi la plupart des gens de gauche ne passent pas à droite, même lorsqu'on les confronte au réel. ? "" Les Rives contraires raconte la traversée d'une vie et la mue d'une pensée : de la gauche à la droite, de l'idéalisme au réel, de la ferveur militante à la rupture totale. Pourquoi change-t-on de camp ? Comment et à quel prix ? Pourquoi presque toujours dans ce sens-là ? Ancienne Femen, Marguerite Stern signe un récit libre, cru et indocile. Un livre qui ne cherche l'approbation de personne, seulement la vérité, celle qui déplaît, fissure les certitudes et oblige à choisir son camp... ou à en sortir.",https://www.decitre.fr/livres/les-rives-contraires-9782384220779.html
Bestseller,2026-08-16,Kana,https://products-images.di-static.com/image/suzuki-toshio-dans-le-studio-ghibli/9782505128649-475x500-1.webp,Dans le Studio Ghibli. Travailler en s'amusantédition revue et augmentée,Toshio Suzuki,"""Ici, on ne sait jamais ce qui va arriver, c'est vraiment sympa"". Chez Ghibli, lieu de rassemblement de talents étonnants, à commencer par les réalisateurs Isao Takahata et Hayao Miyazaki, chaque jour apporte son lot d'événements inattendus. C'est justement dans ce quotidien que se niche le temps présent, le point de départ des oeuvres. Le producteur de Ghibli, studio mondialement connu, lève le voile sur le berceau de la création, où il a toujours fait ""ce qu'il aimait comme il l'aimait"" .",https://www.decitre.fr/livres/dans-le-studio-ghibli-9782505128649.html
Bestseller,2026-08-16,La Nouvelle Librairie,https://products-images.di-static.com/image/bousquet-francois-sale-blanc/9782386080623-475x500-1.webp,"""Sale Blanc"". Le racisme qu’on ne veut pas voir",François Bousquet,"Il n'y a pas de coexistence heureuse avec le coucou. Le coucou est un oiseau qui ne construit pas de nid, pas plus qu'il ne couve. Il dépose son oeuf dans le nid d'un autre oiseau, plus petit, et délègue à cet hôte - nous en l'occurrence - le soin de couver et nourrir sa progéniture. A l'éclosion, l'oisillon coucou expulse les petits oisillons légitimes. Abusés, les parents nourriciers l'élèvent au détriment de leur descendance. C'est une prédation qui se pare des atours de la charité. Qui oserait la combattre ? Il est plus simple de s'y soumettre, quitte à oeuvrer à sa propre extinction. Le racisme antiblanc obéit à une logique similaire. L'enfant blanc devient l'oeuf que l'on peut pousser hors du nid sans risque. Et l'institution - école, encadrement, discours officiel - joue le rôle des parents nourriciers dévoyés. C'est ce que racontent mes témoins. Jamais je n'aurais cru qu'ils seraient si nombreux lorsque j'ai entrepris cette enquête il y deux ans. Ce livre n'en est pas le second volet, mais un ouvrage à part entière : le tableau précis et accablant d'une génération sacrifiée - qui commence à relever la tête. Directeur de la rédaction d'""Eléments"", François Bousquet est notamment l'auteur du ""Racisme antiblanc, L'enquête interdite"" (la Nouvelle Librairie).",https://www.decitre.fr/livres/sale-blanc-9782386080623.html
Bestseller,2026-08-16,Abysse Publishing,https://products-images.di-static.com/image/leggett-jessica-aespa/9782487640177-475x500-1.webp,Aespa. La story,Jessica Leggett,"UNE ALLIANCE PARFAITE ENTRE ART ET INNOVATION. Elles chantent, dansent et rayonnent dans deux mondes à la fois : la scène éclatante et un métavers original. Aespa a fait de cette dualité une identité unique et un succès retentissant. Leurs tubes, de ""Black Mamba"" à ""Supernova"" , traduisent cette alliance rare entre vision futuriste et énergie pop. Et elles s'affirment comme l'un des nouveaux groupes incontournables. Ce beau livre richement illustré vous plonge au coeur de leur univers et retrace en détail l'ascension fulgurante de ces artistes d'un nouveau genre. LE MONDE D'AESPA VOUS ATTEND.",https://www.decitre.fr/livres/aespa-9782487640177.html
Bestseller,2026-08-16,Emmanuel (Editions),https://products-images.di-static.com/image/l-emmanuel-dieu-avec-nous/9782353898275-475x500-1.webp,Dieu avec nous. Catéchisme livre enfant parcours C,L'Emmanuel,"Avec ce parcours de catéchisme, laisse-toi entraîner dans la grande aventure de la foi ! Avec les saints de tous les temps, tu découvriras que Dieu renouvelle sans cesse son alliance avec son peuple. Il a envoyé son Fils Jésus pour nous révéler son amour immense. Il continue de nous guider et de nous parler par son Esprit Saint. Que cette année de catéchisme te donne le désir de devenir saint et de marcher avec confiance à la suite de Jésus !",https://www.decitre.fr/livres/dieu-avec-nous-9782353898275.html
Bestseller,2026-08-16,LGF/Livre de Poche,https://products-images.di-static.com/image/delbee-anne-une-femme/9782253034926-475x500-1.webp,Une Femme,Anne Delbée,"Nom : Claudel Prénom : Camille -Sculpteur Née le : 8 décembre 1864 Frère : Paul Claudel Amant : Auguste Rodin Compagnon : Claude Debussy Trente ans de création Trente ans d'asile Pour la première fois, un livre nous révèle la vie extraordinaire de Camille Claudel. A la fin du siècle dernier, une jeune fille de dix-sept ans qui veut être sculpteur, c'est inconcevable, voire scandaleux. Or Camille se lance dans l'aventure à corps perdu. Jusqu'au jour de 1883 où elle rencontre Auguste Rodin. Le Maître accepte de la prendre comme élève ; bientôt il deviendra son amant. Suivent quinze années d'une liaison passionnée et orageuse d'où Camille sortira épuisée, vaincue... Elle mourra en 1943 à l'asile de Montdevergues, après un terrible internement qui aura duré trente ans, laissant au jugement de la postérité une oeuvre considérable, d'une rare puissance et d'une originalité visionnaire. ""Une femme"" a obtenu le Grand Prix 1983 des lectrices de Elle.",https://www.decitre.fr/livres/une-femme-9782253034926.html
Bestseller,2026-08-16,Henry Lemoine,https://products-images.di-static.com/image/hexamusic-planete-fm/9790230970013-475x500-1.webp,Planète FM. Répertoire 1A,Marguerite Labrousse,N/D,https://www.decitre.fr/partition/planete-fm-9790230970013.html
Bestseller,2026-08-16,C.R.E.E,https://products-images.di-static.com/image/forte-claudio-michele-erotissimo/9782491233334-475x500-1.webp,Erotissimo,Claudio Michele Forte,"Les affiches peintes italiennes ont enflammé l'imagination de plusieurs générations de cinéphiles, tout en accompagnant l'essor du cinéma érotique puis pornographique. Miroirs des fantasmes d'une époque, thermomètres des révolutions sexuelles, elles continuent de fasciner et de nous interroger sur l'évolution de nos sociétés. Vierges effarouchées, infirmières dévergondées, ingénues perverses, veuves lubriques, suédoises enflammées, professeures très appliquées. Autant de représentations de fantasmes très masculins et datés, qui ne parcourent désormais plus les toiles, mais occupent les deux cent cinquante-six pages de ce livre réservé aux grandes personnes.",https://www.decitre.fr/livres/erotissimo-9782491233334.html
Bestseller,2026-08-16,Lombard,https://products-images.di-static.com/image/couvreur-daniel-belvision/9782803631216-475x500-1.webp,"Belvision. ""Le Hollywood européen du dessin animé""avec 2 DVD",Daniel Couvreur,"Avec Belvision, Raymond Leblanc, le fondateur du journal Tintin, a mis sur pied le plus grand studio de l'histoire du dessin animé européen. Ses films ont popularisé les héros majeurs de la bande dessinée franco-belge créés par Hergé, Uderzo, Goscinny, Morris, Vandersteen ou encore Peyo. Ce livre retrace l’aventure de Belvision à travers des entretiens et le dépouillement des archives du studio, dont les arcanes et les images étaient jusqu'ici restés secrets.",https://www.decitre.fr/livres/belvision-9782803631216.html
Bestseller,2026-08-16,Assouline,https://products-images.di-static.com/image/taylor-elise-the-luxury-collection-extraordinary-celebrations/9781649800725-475x500-1.webp,The Luxury Collection: Extraordinary Celebrations. The Luxury Collection,Elise Taylor,"The eighth volume in The Luxury Collection series, Extraordinary Celebrations explores local celebrations and festivals from the world's most distinctive hotels. From wine festivals to award ceremonies, unique celebrations are found across the globe and are the perfect way to connect with a destination and its cultural heritage. Experience the thrill of a royal horse race in Dubai with the help of the concierge at Al Maha. Tambo del Inka in Peru offers a front row seat to an historic religious procession. The Nines is the ideal home base to enjoy Feast Portland, a four-day all-you-can-eat festival. Each Luxury Collection property is a reflection of its location, and these celebrations are an intimate look inside the destination and the local culture. Accompanying this directory of galas, holidays and parades are interviews with global tastemakers, who share their distinct insights into all things travel that are sure to inspire unforgettable and transformative experiences. The Luxury Collection is an ensemble of more than one hundred fifteen of the world's finest hotels and resorts, each noteworthy for its architecture, art, furnishings, and immersive experiences. Sharing a dedication to elevated service and comfort, each property has a unique heritage inextricably tied to its destination. Curated for their spirit of diversity and genre, each Luxury Collection property has a story to tell.",https://www.decitre.fr/livres/the-luxury-collection-extraordinary-celebrations-9781649800725.html
